A,B,C,D,E,F,G,H,I,J,L,M,Monto,N,O,P,Q,R,S,Fraude
4,9,90771,0,0,0.0,0.0,0,0,0,1,2,187.66,2,0,2,187.66,187.66,16.04,1
0,13,15634,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,13.56,0
0,1,5824,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,17.09,0
1,14,39806,0,10,0.003,0.0,0,4,0,1,2,0.0,2,0,1,0.0,0.0,87.85,1
0,16,525199,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,88.79,0
0,12,109,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,4,0.0,0.0,16.78,0
0,1,197,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,8.24,0
1,6,34350,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,2,0.0,0.0,20.41,1
0,14,189,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,28.83,0
4,13,366,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,3,0.0,0.0,39.37,0
0,20,4085,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,3,0.0,0.0,17.62,0
0,9,10646,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,3,0.0,0.0,23.63,0
0,7,6210,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,90.68,0
1,4,3072,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,7.51,0
0,11,1571,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,21.04,0
0,1,1725,8,8,0.001,0.0,8,0,2,0,4,0.0,1,0,1,0.0,0.0,19.27,0
0,13,25315,0,18,0.003,0.0,0,10,0,0,4,0.0,1,0,2,0.0,0.0,86.63,0
0,20,2010,0,0,0.0,0.0,0,0,7,0,4,0.0,1,0,1,0.0,0.0,48.67,1
0,1,10,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,56.52,0
1,4,107306,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,82.72,0
0,16,84045,1,2,0.008,0.0,0,2,17,0,3,0.0,1,0,1,0.0,0.0,95.66,1
0,7,369070,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,28.41,0
0,6,2232,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.56,0
1,2,49426,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,13.12,0
0,3,2497,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,22.17,0
0,1,3696,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,1.12,0
0,7,7028,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,16.28,0
1,17,4673,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,59.57,1
0,3,4306,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,31.57,0
0,1,3417,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,56.83,0
0,11,447532,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,18.26,0
0,6,40056,0,0,0.0,0.0,0,0,18,1,1,0.0,1,0,1,0.0,0.0,47.3,1
0,7,10164,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,0.62,1
0,9,2638,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,15.12,0
0,15,1190,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.62,0
3,10,66012,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,20.44,1
0,7,1449,1,0,0.0,0.025,1,0,0,0,2,0.0,1,0,1,0.0,0.0,48.45,1
0,16,32047,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.35,1
0,4,626,0,0,0.0,0.0,0,0,0,1,1,425.99,1,0,3,425.99,425.99,21.11,1
0,6,5054,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,32.93,1
0,14,125785,0,0,0.0,0.0,0,0,13,2,3,0.0,3,0,2,0.0,0.0,11.73,0
0,13,1362,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,8.03,1
2,6,102840,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,5.54,0
1,5,50994,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,25.67,0
0,6,6495,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,49.31,0
0,8,21900,0,0,0.0,0.0,0,0,2,2,1,53.08,1,0,1,53.08,53.08,68.56,0
0,7,3140,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,11.25,1
0,9,24755,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,19.34,0
0,4,4282,2,0,0.0,1.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,14.74,0
0,5,17810,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,24.49,0
0,10,365,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,11.27,0
0,2,8644,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,5.95,0
0,16,124084,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,22.07,0
0,3,2532,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,1.58,1
2,11,14406,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,57.79,1
0,7,228,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,20.34,0
3,5,5231,0,0,0.0,0.0,0,0,18,0,2,0.0,1,0,4,0.0,0.0,84.71,1
0,8,26613,0,1,0.5,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,23.78,0
2,12,105221,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,2,0.0,0.0,35.3,0
1,7,40321,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,27.34,0
0,13,23101,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,27.05,0
0,4,5001,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,8.35,0
0,5,612,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.68,0
3,4,60334,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,34.02,0
0,1,2365,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,2.42,0
0,15,1896,0,1,0.0,0.0,0,0,7,0,6,0.0,1,0,5,0.0,0.0,27.3,1
0,3,754,0,7,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,36.89,0
0,1,4,0,1,0.0,0.0,0,0,2,1,1,0.0,2,0,1,0.0,0.0,10.5,0
0,14,188488,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,92.73,0
1,13,76341,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,57.11,1
0,19,44463,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,4,0.0,0.0,10.06,1
0,7,908,0,1,0.006,0.0,0,1,13,1,3,0.0,1,0,1,0.0,0.0,83.43,0
1,1,104749,0,1,0.037,0.0,0,1,13,0,1,0.0,1,0,2,0.0,0.0,7.42,0
0,9,16795,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,16.19,1
0,10,14505,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,20.24,0
0,9,3305,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,20.54,1
0,13,25817,0,0,0.0,0.0,0,0,17,2,2,33.35,2,0,3,33.35,33.35,91.44,1
0,13,5366,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,8.3,1
1,12,42088,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,90.54,0
2,9,113383,3,0,0.0,0.01,2,0,0,0,1,0.0,1,0,1,0.0,0.0,7.12,1
1,6,17687,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,4,0.0,0.0,9.96,1
0,9,91243,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,23.35,0
3,11,10423,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,12.23,1
0,5,1211,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,5.5,1
0,14,18471,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,20.16,1
0,6,12894,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.8,1
0,2,10674,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,26.42,0
1,1,103665,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,7.9,0
0,3,23330,0,4,0.062,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,3.49,0
0,2,16,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,23.25,1
0,17,30444,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,12.09,0
2,7,27160,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,6.74,0
0,6,3054,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,9.03,0
0,2,981,0,1,1.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,14.44,0
0,11,19703,1,0,0.0,0.0,1,0,2,2,2,0.0,2,0,2,0.0,0.0,90.12,1
0,9,65703,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,49.99,1
0,13,4422,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,1.04,1
0,1,2694,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,10.48,0
0,4,6604,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,7.79,0
0,9,0,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,3,0.0,0.0,87.46,0
0,8,4129,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,18.87,1
0,5,2386,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,10.13,1
2,7,0,0,10,0.007,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,14.45,1
0,1,5328,0,0,0.0,0.0,0,0,2,1,3,0.0,1,0,5,0.0,0.0,2.42,0
1,3,19612,0,1,0.011,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,10.42,0
0,7,842,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,15.65,1
0,10,751,0,0,0.0,0.0,0,0,2,1,1,171.57,1,0,1,171.57,171.57,42.36,1
0,15,4855,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,29.27,1
0,2,31128,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,5.12,0
0,14,723,0,5,0.004,0.0,0,0,2,1,2,0.0,2,0,3,0.0,0.0,8.87,0
1,11,831,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,56.64,0
0,4,3515,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,67.79,0
0,14,354,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,23.19,0
0,2,20487,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,7.33,0
0,5,264,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,17.24,0
0,13,0,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,95.07,1
0,5,85519,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,10.45,1
0,6,41199,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,38.11,0
0,2,67078,0,1,0.038,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,14.41,0
0,14,17433,0,0,0.0,0.0,0,0,13,0,3,0.0,1,0,1,0.0,0.0,4.44,0
0,6,2347,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,2,0.0,0.0,20.2,0
0,13,1768,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,10.68,0
0,12,30931,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,17.74,0
0,2,1940,0,1,0.048,0.0,0,0,2,1,2,0.0,2,0,1,0.0,0.0,7.31,0
0,10,2316,0,0,0.0,0.0,0,0,13,1,2,0.0,2,0,1,0.0,0.0,3.82,0
0,2,275,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,15.18,0
0,7,16694,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,17.56,1
1,5,101431,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,0.6,0
0,11,6164,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,15.18,0
0,10,18444,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,14.34,0
0,7,15,1,0,0.0,0.0,0,0,2,1,1,0.0,1,0,3,0.0,0.0,94.32,1
0,8,7113,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,8.29,1
1,13,5639,0,1,0.028,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,7.92,1
0,4,9731,0,1,0.0,0.0,0,0,0,2,8,0.0,1,0,5,0.0,0.0,2.06,1
0,7,11199,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,21.19,1
0,3,362467,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,26.7,0
1,11,110741,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,12.09,1
0,8,688,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,59.52,0
0,2,12,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,46.6,1
0,9,5457,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,31.42,1
2,16,24981,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,18.13,0
1,10,9459,0,0,0.0,0.0,0,0,0,2,2,0.0,1,0,3,0.0,0.0,20.65,1
0,6,74,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,62.61,0
4,16,17,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,38.48,0
0,6,1777,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,84.92,0
0,11,1268,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,3,0.0,0.0,18.65,0
0,4,64640,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,13.22,0
0,9,152,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,3,0.0,0.0,32.11,1
0,6,2320,0,0,0.0,0.0,0,0,0,2,2,80.29,2,0,1,80.29,80.29,11.89,1
0,6,326164,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,34.0,0
0,11,0,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,30.18,0
0,11,413,1,0,0.0,0.0,0,0,13,0,1,0.0,1,0,2,0.0,0.0,32.61,0
0,1,5212,0,1,0.222,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,16.04,0
0,1,4107,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,10.58,0
2,4,14,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,25.48,0
1,2,104945,1,0,0.0,1.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,6.9,0
0,1,1706,0,0,0.0,0.0,0,0,0,2,1,0.0,1,0,1,0.0,0.0,1.85,0
0,16,3025,4,0,0.0,0.003,0,0,0,1,1,0.0,2,0,1,0.0,0.0,6.2,0
0,3,8613,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,12.24,0
0,16,71957,0,1,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,11.54,1
1,7,65,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,48.75,0
0,2,36,0,0,0.0,0.0,0,0,0,3,2,0.0,1,0,2,0.0,0.0,46.84,1
4,5,50010,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,21.87,0
0,10,121,0,1,0.0,0.0,0,0,0,1,2,0.0,1,0,2,0.0,0.0,5.01,0
0,13,2322,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,30.04,1
0,15,66329,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,3,0.0,0.0,29.87,0
0,5,2772,1,0,0.0,0.0,0,0,2,2,3,132.74,2,0,5,132.74,132.74,62.22,1
0,7,2912,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,16.25,0
2,12,8729,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,5,0.0,0.0,27.83,1
0,4,18265,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,25.68,0
0,8,65707,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,9.77,0
1,10,2377,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,7.8,0
0,5,14268,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,23.18,0
1,6,4,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,6.12,0
0,15,448546,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,21.35,0
0,1,16178,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,1.28,0
0,3,21975,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.94,0
0,15,40778,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.46,1
0,12,696,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,49.49,0
0,5,645,0,0,0.0,0.0,0,0,0,2,2,0.0,1,0,3,0.0,0.0,15.55,1
0,5,101,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,28.38,0
4,7,1691,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.63,0
0,6,7908,0,1,0.0,0.0,0,0,2,1,4,0.0,1,0,1,0.0,0.0,48.75,0
0,11,56411,0,0,0.0,0.0,0,0,2,0,1,0.0,1,1,1,0.0,0.0,98.2,1
0,6,11744,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,8.06,0
1,7,8999,1,1,0.0,1.0,1,0,0,0,1,0.0,1,0,1,0.0,0.0,6.36,1
0,4,91,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,8.44,0
0,7,44565,0,2,0.093,0.0,0,0,7,0,1,0.0,1,0,5,0.0,0.0,11.46,1
1,7,34150,0,1,0.2,0.0,0,0,2,0,2,0.0,1,0,4,0.0,0.0,15.54,0
0,7,4057,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,4.7,0
0,13,27009,0,2,0.0,0.0,0,2,13,0,2,0.0,1,0,3,0.0,0.0,0.75,0
0,17,5734,0,3,0.048,0.0,0,0,0,0,3,0.0,1,0,5,0.0,0.0,2.01,1
0,4,779,0,0,0.0,0.0,0,0,2,3,3,0.0,3,0,5,0.0,0.0,15.32,1
0,7,17780,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,16.67,1
0,1,136,0,0,0.0,0.0,0,0,0,3,1,0.0,1,0,1,0.0,0.0,2.03,0
0,13,41473,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,26.28,0
0,3,5435,0,0,0.0,0.0,0,0,13,1,2,0.0,1,0,1,0.0,0.0,2.94,0
0,12,16970,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,9.97,0
2,18,53873,0,0,0.0,0.0,0,0,13,1,3,0.0,1,0,1,0.0,0.0,43.35,1
0,7,18979,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,1,0.0,0.0,25.58,0
0,14,22,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,30.1,0
0,2,8722,0,6,0.009,0.0,0,2,2,2,2,0.0,1,0,1,0.0,0.0,17.77,1
0,10,784,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,92.45,1
0,6,11646,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,7.4,0
0,6,44,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,7.0,0
0,11,230,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,12.64,0
0,10,11752,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,10.52,0
0,3,5681,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,5.94,0
0,8,3403,0,12,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,12.24,0
0,8,3019,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,37.06,0
0,12,2328,0,0,0.0,0.0,0,0,0,2,2,0.0,2,0,2,0.0,0.0,30.64,0
2,9,74,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,56.35,1
0,6,24558,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,12.38,1
0,4,88580,0,0,0.0,0.0,0,0,7,2,2,0.0,2,0,3,0.0,0.0,3.79,1
0,1,21851,0,1,0.013,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,12.74,0
0,9,5862,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,18.52,0
0,8,42484,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,49.46,1
0,12,93586,0,0,0.0,0.0,0,0,13,2,2,0.0,2,0,1,0.0,0.0,92.03,0
0,3,2202,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,1.44,0
0,3,458579,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,18.94,0
0,4,3886,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,11.96,1
0,16,21676,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,4.84,0
0,16,19567,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,39.82,0
0,15,16630,0,2,0.052,0.0,0,1,0,0,2,0.0,1,0,2,0.0,0.0,28.11,0
0,16,23771,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,56.53,0
10,18,4560,0,0,0.0,0.0,0,0,18,0,3,0.0,1,0,5,0.0,0.0,2.55,1
0,3,2732,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,8.69,0
2,8,66012,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,14.06,1
